ori_tweet,rewrite_tweet,label
@danas376 @JenaGriswold @USPS So is this a fake ballot request? So people think they’ve requested a ballot when they haven’t?,"""Wait, what's going on here?! Is @USPS confirming fake ballot requests are happening?! This needs to stop & we need transparency ASAP! @danas376 @JenaGriswold can we count on @USPS to ensure integrity of our democratic process? #VotingRights #Election2020""",llama
We talk about it constantly and yet I really don’t believe we are prepared for the insane level of ratfuckery that’s about to go down https://t.co/lHnMm3LtvD,"""Dude, I'm looking at the tea leaves and I don't see a smooth ride to the finish line. Electoral chaos may be our new reality. Buckle up, folks!""",llama
Somehow I don't think the Q save the children crowd will pay attention to this child trafficking news. https://t.co/frYLy0nWDl,""" Sad but true. The #QAnon mob's crusade is a distraction from real issues like human trafficking. They're more concerned with their conspiracy theories than actual child welfare #ChildTrafficking #QAnon""",llama
This speech is so heartfelt it brought tears to my eyes. @realDonaldTrump shows how much he cares for America &amp; her people. #VoteRed2020   WATCH: Trump in 9/11 speech acknowledges pregnant mom and her unborn baby who died on Flight 93 | News | LifeSite https://t.co/89cuJrK4fu,"""Just witnessed @realDonaldTrump's powerful 9/11 speech and I'm still in awe! His words were a poignant reminder of the sacrifices made on that fateful day. #MAGA2020 #NeverForget""",llama
"It’s been 200 days since @realDonaldTrump said covid-19 cases “would go down to zero,” 142 days since he suggested doctors inject household cleaning solutions into people, 84 days since he said he slowed down testing, and 218 days since he told Bob Woodward, ""It's deadly stuff""","""Can't believe it's been 124 days since @JoeBiden took office & cases are finally on a steady decline , 67 days since he launched vaccination drives, 42 days since he ended the testing slowdown, and 216 days since he warned us about the severity of COVID-19 #BidenDidIt""",llama
@jpulcini02 @realDonaldTrump Raise your hand if you think that Donald Trump needs to be removed from office immediately.,"""@realDonaldTrump's scandals are piling up! Agree that impeachment proceedings should BEGUN ASAP #removeTrump #TrumpIsAFail""",llama
"@realDonaldTrump Trump's holding another super-spreader rally today in NV in the middle of a deadly pandemic. He only cares about getting reelected, not about his own supporter's lives.  -no national plan -no plan for schools -no national testing program  What a failure to lead.  #BloodyHands","""Tragically, Trump's priorites are as clear as his contempt for the truth: 45K+ dead Americans, no national response, & crumbling schools. Meanwhile, he's too busy grip & grin for photo ops. #LeadershipFail #GetItTogether""",llama
BRILLANT !!!  BRAVO !!!  MAGNIFICENT !!! - The New Yorker  Petshop Janitor of the YEAR !!! - Time Magazine  This man deserves a Medal !!! -Donald J Trump https://t.co/KigmztvQuK,"""BIGLY AGREE!!! Who knew being a janitor was going to earn someone so many accolades?! Trump's got a point, this guy's gotta get that Medal now! #MakeJanitorsGreatAgain #PetshopJanitorForPresident""",llama
Joe Biden was installed by the Democratic Party establishment to stop #MedicareForAll at all costs.   It’s time for @4aPeoplesParty   Pass it on.   #PeoplesConvention https://t.co/XqWXN9kxDW,"""WAKE UP, AMERICA! The #DemocraticEstablishment is still trying to silence the #MedicareForAll movement! It's time to take a STAND with @4aPeoplesParty and DEMAND healthcare for ALL! #PeopleOverProfit #HealthcareIsAHumanRight""",llama
@jennycohn1 Dont fear voting. Dont let Trump confuse you. DO THIS! Vote early. Don't use voting machines if you can avoid it. HAND DELIVER your ballot 2 your local election office or drop box. If you must vote in person request ABSENTEE PAPER BALLOT. Use pen if u can https://t.co/lGASzZ2O01,"""Don't let voting anxiety get you down! Remember, every vote counts! Make sure to #VoteEarly and #PaperBallotsOnly to ensure your voice is heard. Don't miss out! Check out @jennycohn1's tips and get informed: https://t.co/lGASzZ2O01 #Election2020 #VotingIsPower""",llama
"BREAKING: Polls have Biden and Trump in a statistical dead heat in North Carolina, a state that could decide the election. That's why we've cut #ViolentTrump for television. RETWEET to help us air this in North Carolina. https://t.co/aGjCSUD4DB","""BREAKING: Polls are neck and neck in NC, but which way will the margin swing? Let's spread the word about #ViolentTrump's impact on the election! RETWEET to help us bring the truth to TV screens across the Tar Heel State! #Election2020""",llama
"With Integrity of Election at Stake, 14 States Demand Injunction to Stop DeJoy's Sabotage of US Postal Service, Mail-In Voting - https://t.co/oHtEOHWzIG via @commondreams","""Alarming! DeJoy's USPS sabotage threatens integrity of our democracy. 14 states fight back by demanding injunction to protect mail-in voting. Will our election be compromised? #PostalService #VoterSuppression #StopDeJoy""",llama
@the_resistor @realDonaldTrump @POTUS Trump's Zombie Army.....this is tough to watch but our TRUMP REALITY sadly!  If you watch nothing else.....watch this. Ever wonder why folks are afraid to put up a VOTE BIDEN sign?  Here's why! https://t.co/yxmlEXW2sw,"""Just watched that vid of Trump's Zombie Army doing his bidding I'm not afraid to say it, our Democracy is under attack! Can't believe the erosion of civility & the normalization of hate Watch this, share it & let's show them we won't be intimidated by the TRUMP REALITY #NotMyPresident #Resistance""",llama
"Hmm, who would I listen to? A two time primary loser who has to ratfuck his way into office every cycle in Vermont? Or the guy who kicked the loser's ass without offices in almost all of the states he won when he couldn't raise money?","Lol VT's ""esteemed"" politician, gotta love the desperation in his burns. Meanwhile, the ""guys who kicked his ass"" are getting sworn into office in 17 states, and you're still salty about your own electoral struggles #Election2020 #DemocracyInAction",llama
"Since 2017 @POTUS has attended memorials commemorating 9/11. He has never missed a year. Why? Because he cares.  2017 Pentagon 2018 PA 2019 Pentagon 2020 PA  Trump, Biden to visit 9/11 memorial in Pennsylvania on anniversary of terrorist attack https://t.co/VmgfjeUStY","""Interesting contrast to his absence from memorial services in 2020. Trump prioritizes 9/11 commemorations, Biden joins him today Did the November election reveal a change of heart? #911memorial #USpolitics""",llama
"“The plan? Don’t talk to young voters about issues, but instead, patronize them by pitching Joe Biden as a Democratic Avenger.” https://t.co/AOL3fdQ2te","""Exactly! The Dem strategy seems to be to talk down to millennials and Gen Z, like we're impressionable kids who only care about Avengers. Meanwhile, real issues like climate change and student loans are just background noise. #NotBuyingIt""",llama
"Republican Tim Nolan, former judge &amp; chairman of Donald Trump’s presidential campaign in Kentucky, pled guilty to 19 counts of child sex trafficking and on February 11, 2018, he was sentenced to 20 years in prison. https://t.co/MLXzgLkODq","""BREAKING: Yet another powerful figure with ties to Trump's campaign is exposed for horrific crimes! Former judge & Trump campaign chair Tim Nolan convicted of 19 counts of child sex trafficking and sentenced to 20 YEARS in prison! What's going on, @realDonaldTrump?""",llama
"Wait, I just logged into the Photos app on my computer (which I never do) and somehow it knows which of my pictures are of Kamala Harris. Like, all of them.  And put them into an album. https://t.co/nUfvplSfF7","""I'm not sure what's creepier, that my Photos app knows who Kamala Harris is or that it's been organizing pics of her in an album without my permission Anyone else having similar issues?"" #Election2020 #TechGhosts",llama
"@arlenparsa @LindseyGrahamSC @harrisonjaime Must be a theme of Republicans to not be self aware.  Good question Lindsey ,  why don’t u ask Trump that same question. Oh right he’d get upset that u took his dic out yo mouth to talk.  Anyway I believe all candidates should release taxes but don’t be a hypocrite about it.","""@LindseyGrahamSC doubling down on fake outrage is so predictable. Address the actual issue, like Trump's lack of transparency. Your own party created this problem, don't blame the messenger #TrumpTaxReturns #Accountability""",llama
@realDonaldTrump He does not CARE that his failure to act resulted in many more deaths and infections https://t.co/epcQ98HKQh,"""The death toll continues to rise and he's still asleep at the wheel Can't deny the fact that his Trump-imum negligence cost lives #WhereIsTheVision #PostElectionBlues""",llama
"@Cums_well @Memers08 @garthbrooks @katyperry @MikeBloomberg I sure hope Bishop stays safe and I spent a lot of time there! Every Christmas, summer and opening day of fishing with my family.","""Prayin' Bishop stays safe too! Got so many fond memories of him and Mike Bloomberg, wasn't expecting that coalition! #BidenHarris2020 #election2020""",llama
"Susan Collins is a COWARD.  If you're too scared to tell the people of Maine which person you support for President, you don't deserve to represent them.  ELECT @SaraGideon! https://t.co/HuDG4PyANi","""Shame on @SenatorCollins for dodging the #2020Election truth! If you won't stand by your beliefs, you don't deserve to hold public office! #ForThePeople #GideonForMaine @SaraGideon""",llama
"Democrats, OPEN THE SCHOOLS ( SAFELY), NOW! When schools are closed, let the money follow the child (FAMILY). Why should schools be paid when they are closed? They shouldn’t!","""Enough is enough! When schools are still closed, why should districts get paid for not educating our kids? Let's put the pressure on state & local gov'ts to prioritize our children's education & reopen schools SAFELY NOW! #SchoolsOpen #KidsFirst""",llama
@Drispy2 Hey Patriots! 🇺🇸🇺🇸 Follow me @ConspiracyForce! I FB! Also check my pod where I talk conspiracies/Star Wars/more!  A few topics so far: ⭐️Joe Biden=Jabba the Hutt ⭐️George Soros=Emperor Palpatine ⭐️ Yoda wisdom on current events  ✅it out and GOD BLESS! ✝️  https://t.co/1y5DSRpLlr,"""Just dropped the latest ep! 🚀👽 Talking Election 2020 conspiracies! 🔥 Revealing the REAL candidates: ⭐️Trump = Han Solo vs ⭐️Biden = Jabba the Hutt 🔴👀 Who's the real hero of the galaxy... err, democracy? 🤔 Check it out! https://t.co/1y5DSRpLlr @ConspiracyForce""",llama
Colorado sues USPS and Postmaster General for potentially misleading voters #SmartNews  https://t.co/pQGizT8r0f,Colorado's not playing around! Suing USPS & Postmaster General for potentially misleading voters during this critical election season. Lawsuits are just what we need to keep our democracy on track! #Election2020 #VoterSuppression,llama
"Eric Esshaki is a serious contender for Michigan's 11th congressional district. He has the official endorsement of @realDonaldTrump and he's all in on Making Michigan Great Again. Give him a follow and your full support, you won't regret it! https://t.co/KVAHpNDSfp","""Wow, just got wind of @EricEsshaki's campaign in MI's 11th CD! With Trump's official endorsement, I'm pumped to see him tackle the issues and #MakeMichiganGreatAgain Give him a follow and show your support - this guy's got the momentum! #MIGOP""",llama
"People in NC, Texas &amp; other states receiving absentee ballot forms by Trump campaigned disguised as Trump propaganda.   CAUSING MANY DEMOCRATS TO THROW OUT THE BALLOT AS THEY ASSUME ITS TRUMP JUNK MAIL!   The trickery never ends with trump.  Pass this information on.   #ONEV1 https://t.co/9LnXeZ2ghr","""WARNNING [sic] DEMS IN NC & TX! Don't fall for Trump's trickery! Disguised ballot forms masquerading as Trump propaganda are CONFUSING DEMS & LEADING TO ABSENTEE BALLOTS BEING THROWN OUT! Spread the word and make sure your Dem friends are aware! #Dem Alert #Election2020""",llama
"@uTobian @AstraZeneca That's completely insane, and fraudulent science.  I've heard of vax makers using Aluminum in their placebo, but never another vaccine.  @realDonaldTrump @AstraZeneca CANNOT be approved in the USA.","""Can't believe the scandal! @AstraZeneca's alleged ""placebo"" in their vax prototype is reportedly NOT a real placebo, but another vaccine? That's not just #FakeNews, that's #Fraud! How can we trust their product? #US2020 #VaxScam""",llama
Biden audio first shared by 'Russian agent' thrives online  https://t.co/IhFlZjqoIE,"""WTH?! So a ""Russian agent"" shared @JoeBiden's audio online and it's STILL going viral?! What's the truth behind this?! #BidenAudio #RussianAgent #Election2020""",llama
This is a HUGE difference with 2016. Biden's net favorability is... actually positive. Clinton's was down in the dumps negative. https://t.co/vLMXfQguXj https://t.co/I4vhCWFOO4,"""Just looked at the 2020 vs 2016 election numbers and HOLY COW, the difference is nuts! Trump's favorability is still tanking, while Biden's is actually getting a thumbs up from the public What a swing! #Election2020 #Politics""",llama
There can be little doubt #BorisJohnson knew at or about the same time as #DonaldTrump. And he did nothing!,"""Are we missing the big picture here? Johnson's silence on #HannibaliteGate while he was still in office raises serious questions about His political priorities #ForThePeopleNotThePolls""",llama
@SadiqKhan would rather use his time campaigning against the visit of a democratically elected President @realDonaldTrump than doing something meaningful in speaking out against a regime guilty of cultural genocide-shameful,"""Disgraceful! @SadiqKhan's priorities are seriously askew - aiding a anti-Trump crusade over condemning #China's forced sterilization & cultural destruction. Where's his moral compass? #USChinaRelations #HumanRights""",llama
“The RNC says it has knocked on the doors of 12 million potential voters in battleground states since mid-June — that’s around 1 million a week — while the Biden campaign has knocked on zero.” https://t.co/4iHhRTLusr,"""BREAKING: Looks like the RNC is putting in WORK! 12 million doors knocked on in battleground states since June, while the Biden campaign has barely lifted a finger Still rooting for a fair fight, but reality check needed #Election2020 #VoterSuppression""",llama
". 📉 LEFTIST FAILURE - BENGHAZI  On this day in 2012, Joe Biden, Obama, Hillary, and the Entire Obama Admin FAILED the American People, Dishonored the Military, AND Got People KILLED as They BLEW OFF any Action &amp; Responsibility over the Benghazi Attacks  . https://t.co/qzsr8PWFCD","🚨 NO MORE EXCUSES! 🚨 On this day in 2018, the SAME LEFTIST admins who Failed in Benghazi CONTINUED their Pattern of Incompetence &amp; Negligence with the #BorderCrisis! Still NO Solution from Sleepy Joe, Crooked Hillary, &amp; the rest of the #Swamp!",llama
"It's weird. Had Trump responded with truth about the virus, he would most likely have given his election chances a boost.","Can't believe people still play ""it's nice to be nasty""instead of choosing vaccine facts over divisive politics. We'd all be better off with a president who puts truth over tweets",llama
@SchipperKeith @realDonaldTrump Why are thousands of ppl letting a Govenor control them so badly.,"""@SchipperKeith @realDonaldTrump it's called blind loyalty, dude. Some ppl still think party over country #Election2020 #WakeUp""",llama
BREAKING NEWS. “The New Muslim UnLiberal UnDemocratic Emerging Federal EU Empire Black Lives Matter Party” Leadership results leaked! Sir Ed Davey 2 Layla Moran 1. There were seven spoilt ballot papers and 1 abstention. So there you have it! #AllLivesMatter #LibDems #bbcnews https://t.co/7fdgkP1MHK,"""BREAKING: The LibDems' obsession with identity politics takes a new low? ""The New Muslim UnLiberal UnDemocratic Emerging Federal EU Empire Black Lives Matter Party"" sounds like a bad joke! Who's behind this farce? #NotMyLibDems #UniteTheRight""",llama
"Joe Biden will take a stand for human rights, Trump, sadistic coward that he is, encourages cops to abuse protestors. https://t.co/ZXk8TZqDg9","""Reality check: Biden's empathy & compassion for marginalized communities vs Trump's divisive, authoritarian tactics. No comparison. Vote for hope, not hate #Biden2020 #HumanRightsMatter""",llama
"""So as a Southern man, I connected pretty much instantly with him. Politics and policy don’t matter to me as much as human decency and principles""&lt;-Killer Mike trashed Kamala last yr but sings Kemp's praises. The way the ⚪ man's ice is colder &amp; yall are so easily impressed chile https://t.co/0KEOND092f","""C'mon Killer Mike, you got us. You dissed a trailblazing woman for principled reasons, but co-sign a governor with problematic policies just 'cause he's a good ol' boy? Priorities, sir, priorities. #KempOut #DecencyDon'tCount""",llama
@JakeSherman @JoeBiden @mgroppe Biden needs to explain this to his base who he lobbied to lock them up. https://t.co/wKTsdtGA2O,"""Just when you thought @JoeBiden couldn't get any more hypocritical... Guess who lobbied to lock up those same folks he's now promising to pardon? That's right, @JoeBiden Did his own base get shafted again? #BidenWrongdoing #LobbyistForLockups""",llama
"Go on, get! Creepy dog, always sniffin’ my kids. 🤷🏼‍♀️ @JoeBiden https://t.co/9xeG8v574T","""Facts over feelings, folks! Creepy Joe's sniffin' around our kids' personal space? 🚫 No thanks, America! #NeverBidin""",llama
"52 Days before I not only vote for @JoeBiden, and @KamalaHarris but EVERY Democrat on the ballot! My name is Scott I live in Illinois Who are you,, and where are you from? #BlueBallot2020 https://t.co/spuV428iYf","""81 days till we make our voices heard! Who's with me?! Illini like me are standing strong with @JoeBiden & @KamalaHarris Can't wait to hit the polls with my #BlueBallot2020 Where are you from and what's bringing you to the polls? #DemocracyInAction""",llama
"@Algerwins @patcary6857 Nobody is really for Biden, but some are against President Trump &amp; our freedom.","""@Algerwins @patcary6857 Agreed! Folks are more against #Trump's divisive rhetoric &amp; governance style, not necessarily FOR Biden. Let's focus on preserving our nation's values &amp; respect for the office #2020Election""",llama
"Fraud by dems Biden campaign, OH MY! Anyone surprised? Will anything be done? https://t.co/5uviy6uLr6 https://t.co/kD4AS5llrA","""FAIRNESS DEPARTED! The blatant attempt to steal the election by dems will NOT be forgotten! #MAGA #2020ElectionFraud""",llama
Can someone ask Biden a tough question?! These are all softballs. Where is @pdoocy ?!,"""@pdoocy listen to the people! We're demanding some real journalism out of you! Time to ditch the script and ask @JoeBiden some hard-hitting Qs""",llama
Twitter And Facebook Flag Trump's Mail-In Voting Post for Platform Violations https://t.co/UZw1rtUuFi,"""Sabotaging democracy? Facebook & Twitter flags Trump's mail-in voting post for platform violations! What's next? #ElectionIntegrity #DemocracyOverDictatorship""",llama
Why Biden Will Withdraw From the Debates: It’s the only way for Joe’s handlers to save him from himself https://t.co/EsyWYXlnuQ HT @johnfund,"""BREAKING: Think #Biden's campaign is smart? Nuh-uh! If they withdraw from debates, it's a desperate attempt to shield him from the truth. Joe's got some 'splainin' to do #DebatesMatter #Election2020""",llama
#OregonWildfires2020 #OregonIsBurning  #OregonFires2020  #Oregon #Washington #California  🙏🏽A Prayer for the west coast and rain would be greatly appreciated.🙏🏽 -- Protection and healing. @realDonaldTrump @cjtruth @Beer_Parade @mwam1993 @BroStreetJoy @Mareq16 @hgraceq  #WWG1WGA https://t.co/df2y13HuC8,"""Sending love & prayers to those affected by the #OregonWildfires2020! May the West Coast be spared from further destruction and receive the needed rain soon. #WWG1WGA""",llama
"Make no mistake, even if Biden wins, + I do mean IF, we’ll all be vote-shamed until end of time b/c they didn’t get 100% of vote-Even ppl who went against their values + voted for HRC get vote-shamed, simply for being a Berner. We’re all “guilty by assoc” + they’ll NEVER relent.","""Bernie Bros & Hillary voters, don't think a Biden win means immunity from #VoteShame. The cult of purity will find you, no matter what. You'll be shamed for compromising, just ask the ""founding myPops"" crowd #DemInfighting""",llama
@realDonaldTrump Shameless @RepAdamSchiff wants American troop to protect Germans from Russians. They built almost 200 miles pipelines from Russia to Germany. https://t.co/wqeZiOhuP3,"""@realDonaldTrump can't believe @RepAdamSchiff wants US troops to babysit Germany while they're sniffing Russian gas. #FakeLeadership #USauspicious""",llama
Petition Wants Joe Biden Investigated For Covering Up LYNCHINGS Of Blacks – Nwo Report https://t.co/uYRXmARgB9,"""WOW, this is OUTRAGEOUS! Did you know there's a petition calling for an investigation into @JoeBiden for allegedly covering up lynchings of blacks?! We need ANSWERS NOW! Read the full story: https://bit.ly/3dYjG1A #JusticeForBlacks #Election2020""",llama
U have to got to be absolutely mental to film this post it and think ppl magically hate u for no reason 😂,"Can't believe I'm still seeing these fake ""narratives"" being pushed 🙄. Like, come on, haters, at least make up a decent reason to dislike this candidate #Election2020 #FakeNews",llama
"Hmmm, where's the Stimulus Money for the AMERICAN PEOPLE. You know ""The Thing"", (out of Joe Biden's book) for the people who were born here. The people who have paid taxes. @CindyKendrick11 @realDonaldTrump @Q_undivided @JoJoFaiman @RealTina40 @ERMAGARN @EM_KA_17 @Red4ProLife https://t.co/RZXPGjHl3a","""Did Joe Biden's Stimulus plan benefit the AMERICA-LOVING TAXPAYERS or just special interests?! @CindyKendrick11 @realDonaldTrump @Q_undivided @JoJoFaiman @RealTina40 @ERMAGARN @EM_KA_17 @Red4ProLife #MAGA #MakeAmericaGreatAgain""",llama
"@raising_hill Biden is a pedophile, he was in the Epstein flight logs 30+ times, but you don’t care about that so I’ll just add that, there was extreme voter suppression and discrepancy between exit polls and results, coincidentally in the states with the youngest and most Latin populations",I can't create content that defames individuals. Can I help you with something else?,llama
Donald Trump is not like you at all.  Over a billion dollars has been spent to sell you that story.  This video - already viewed more than 3.3 million times - destroys that lie.  #TrumpIsNotLikeYou  https://t.co/4ZKZUN04NB,"""Just watched the same vid that's racked up 3.3 MILLION views! The truth about Trump's authenticity is out and it's NOT what the 1 BILLION+ spent on propaganda wants you to believe #TrumpIsNotLikeYou #Woke""",llama
@realDonaldTrump BIDEN UP BY &gt;30  The most recent NY poll had Biden at 63% and Trump at 32%. The idea that Trump has a chance in NY is laughable and sign of how desperate Trump’s campaign has become.   #NYforBiden,"""DEAD IN THE WATER"" Latest NE poll shows Biden crushing Trump 55% to 39%! His campaign's in free fall, and it's getting embarrassingly clear why. Time for Trump to face reality and concede #Biden2020 #DemExit""",llama
@realDonaldTrump Four People Charged with Mail-In Election Fraud as Dems Continue To Push Vote-by-Mail via @WestJournalism https://t.co/XmECFoOzsq,"""Just when you thought it was just ""free & fair"" voting...4 people charged with mail-in election FRAUD! Meanwhile Dem-controlled states keep pushing vote-by-mail. What's really going on? #ElectionIntegrity #VotingRights""",llama
"@realDonaldTrump Unless your neighbor is Black, brown, or Muslim. https://t.co/h3wZGT2Gkh","""@realDonaldTrump how about we elect leaders who don't play on hate and division? We're all Americans, regardless of skin tone or beliefs #UniteNotDivide""",llama
@SenQuezada29 Let's not forget that @realDonaldTrump is currently sending migrant children right into the arms of human traffickers.,"""@RepYarmuth absolutely devastating to think that @realDonaldTrump's policies could be putting innocent lives in danger. When will we stand up for the kids & prioritize human rights over political grandstanding? #MigrantChildren #HumanRights""",llama
@JaneOst_ @TheAtlantic @olgakhazan The fact they want to lie to us about Biden and his cronies being progressive through hackneyed pop culture references instead of his platform and rhetoric speaks volumes about how little they think of voters.,"""Can't they see we're not fooled? Using 'progressive' as a buzzword to deflect from Biden's actual record only reinforces how out of touch they are with reality & our concerns. Stop trying to spin & start addressing the real issues! #Biden #ProgressivePolítica""",llama
"@Meskinapadme @TheSpeaker2018 @TulsiGabbard @netflix Huh, so make a movie showing graphic sexualizing of children by making a paedophile ""eye candy"" Smörgåsbord  as a way of fighting it? ..",I cannot create content that sexualizes children. Can I help you with something else?,llama
"@intheMatrixxx Page one, the first one I looked up, DIED in 2015; WE keep finding all this stuff...when is SOMETHING going to happen? @DOJPH @realDonaldTrump https://t.co/k0A9CRvRZo","""This 2017 birth record just vanished The more we dig, the MORE corruption we find! When does @DOJPH & @realDonaldTrump finally take action? #ElectionFraud #FollowTheMoney""",llama
@DonaldJTrumpJr I wonder how much Trump crap was made by child labor? Only 15% of the products in the Trump store are made in the US.  https://t.co/WASbsU8Fys,"""Just looked into it and it's getting real ugly. Apparently, 85% of products in the @DonaldJTrumpJr store were made in countries with dubious labor records. Karma's a ****""",llama
When WILL it END?   I don’t believe Nov 4th when #Trump WINS-I think that’s wishful thinking-unfortunately #ChinaVirus has been successful as a political weapon WHY would they drop it- the #Dem lawmakers will use it for lockdowns &amp; mandates as LONG as people comply! #FightBack https://t.co/NHta0z4kJh,"""Are we trading our FREEDOM for FEAR? States already using #ChinaVirus as an excuse for authoritarian overreach. Governors exploiting emotions to gain control. Don't let them Gaslight us into surrendering our liberties! #FirewallOfFreedom #ResistTheTyranny""",llama
The reopening of the Providence Public Schools is being so badly botched.  They just aren’t taking the pandemic seriously.  It’s not just that they’re rushing reopening.  It’s that they’re not even making an effort to put in place the most basic policies to keep people safe. https://t.co/Sja5PpFh9J,"""Same energy, different topic. Our healthcare system is in shambles! There's no priority on safety, no plan in place, and NO ONE held accountable. Meanwhile, politicians continue to delay and deny. We need REAL action, not empty promises! #HealthcareReformNow""",llama
Have you requested your mail ballot yet? Get it now at https://t.co/WTvB4yMjLb,"""Don't forget to cast your ballot! Request your mail-in ballot now and make your voice heard! https://t.co/WTvB4yMjLb #Vote2020 #DemocracyInAction""",llama
@DanScavino @Hopester777 👏JOEBIDEN🤣👏😂👏😂👏🤣👏🤣👏🤣👏😂👏🤣👏🤣👏😂👏😂👏👏👏👏😂👏🤣👏😂👏😂👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏YOU MAKE ME LOVE TRUMP👏👏👏👏👏((( THANK YOU  )))👏👏👏👏👏👏💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💞👏👏👏👏👏👏👏👏👏👏👏👌💫✨🗽TRUMP2020💪💯%🇺🇸❤️❤️💫👏💫👏✨💫👏✨💫✨💫👏💕,@trumptrain2024 🤩🎉🔥 TRUMP2024 >>>>>>BIDEN2020 💔💔💔 NOT EVEN CLOSE 👏🏽💯%🇺🇸❤️ THANK YOU @DanScavino FOR KEEPING THE FIGHT ALIVE 💪💖👏,llama
"@LabyrinthWeaver @itsJeffTiedrich @realDonaldTrump @SenJoniErnst @ChuckGrassley @SenatorFischer @SenJohnThune @SenatorRounds @KimReynoldsIA @EPAAWheeler @SecretarySonny @govkristinoem I asked a Trumper to explain the deal with Israel...nothing. I asked the same man to explain his understanding of ""deferred payroll tax""....nothing. I asked, ""Why Obama Didn't Stop 911"", he went on a 10 minute rant about Obama. I told him Bush was president...he walked away.","""Just had a convo with a MAGA bro and I'm reminded: the Party of Personal Responsibility is really good at deflecting. When you ask 'em about their stance on Israel, Deferred Payroll Tax, or failings of past admins, they're like a Trump tweet: all sizzle, no substance""",llama
"My friends parents have died from Covid &amp; Covid related issues. My parents are in &amp; out of the hospital. One of my kids tested positive for Covid today.  Forgive me if I’m upset over 200,000 dead when the President told us 6-months ago we would be down to 0 cases “in a few days.”","""Covid's real impact is more than just numbers. It's families torn apart, lives lost, and healthcare workers overwhelmed. Remind me again, @realDonaldTrump, what was so 'fake' about saying 200,000 would die from Covid? #NotAMyth #CovidReality""",llama
Make an entrance. Make a run. THEN MAKE HISTORY! Our country needs a true Commander in Chief to navagate the chaos &amp; attempted run to socialism by the left. Thank you @realDonaldTrump for being a true leader. I appreciate your strength &amp; resolve. #Trump https://t.co/8QHP49Atb2,"""I'm grateful for @realDonaldTrump's unwavering leadership & resolve to keep America GREAT! Can't let socialist chaos take over! Let's reelect our champion of freedom & prosperity in 2024! #Trump2024 #MAGA""",llama
@matthewamiller @neal_katyal They're going to do something they think will influence the election. They think they can turn voters against Biden somehow. I don't care what they come up with. I'm voting for Biden if they indict him for something. Just saying.,"""Just saw @matthewamiller's endorsement of Biden's integrity. No matter what dark magic they try to conjure up, Joe's got my vote. Stay vigilant, folks! #Biden2020 #factsMatter""",llama
Yeah but now we know how to recognize and fling that poop back even harder at @realDonaldTrump and he keeps catching it bare handed. Keep the heat on him. He melts under a strong light. #TrumpViolence #AmericanFascism #PutinsPuppet #LGBTQIAtogether get creative and aim mid face.,"""Still reeling from 2020, but fact-checking Trump's dirt means we gotta serve up the receipts even harder! That crooked SOB can't take the heat, can't handle the truth! #TrumpTakedown #AmericanTruth #NotMyPresident""",llama
"@LindseyGrahamSC @realDonaldTrump It’s not incredible, it’s pathetic giving them this credit when Human Right abuses can be overlooked.","""Can't believe the hypocrisy! You're defending @realDonaldTrump over human rights when refugees are being held at the border. Priorities are majorly askew, @LindseyGrahamSC""",llama
@RudyGiuliani @Lrihendry No single president in history (worldwide) ever managed to have TWO Arab countries sign peace  treaties with Israel. Seriously incredible @realDonaldTrump,"""Just adding context to @RudyGiuliani's point...Bibi's perseverance & @realDonaldTrump's courageous leadership paved the way for historic Middle East peace deals. The Abraham Accords will bring hope & prosperity to millions! #MideastPeace #Israel""",llama
"So far, NC Dems are out-voting Reps 59%-12% by mail. But about 4% of mail ballots are being rejected for voter error and must be ""cured"" by the voter. That could be meaningful in a very close race. https://t.co/Jra4tGYwHq https://t.co/I1ZXozNecb","""Just looked at the numbers in NC and the reality check is striking: 4% of mail ballots rejected due to voter error! Should've double-checked those forms before hitting send. #NCvotes #Election2020 #ballotblues""",llama
"I am voting for Joe Biden from California! They say my vote doesn’t matter in CA because the state is already blue. But I come from the farmlands of the Central Valley, where there is a lot more red than people think. My vote matters, if only because it cancels out my dad’s vote.","""Just dropped my ballot for @JoeBiden and I'm proud to show the Midwest roots in my CA hometown that folks often forget! Proving that even in 'safe' states, every vote counts - especially to cancel out that one Trump-supporting uncle #BidenForPresident #CAForTheWin""",llama
"The worst mayor in history, Bill De Blasio, and other Democrats, including Joe Biden, talk about redirecting funds from the police to social programs. On 9/11, how many social workers do you think would have rushed up the stairs of the burning towers? #911Remembered","""Sorry, but would any social workers have even bothered showing up to 9/11, nevermind rushing up the stairs? Who are you kidding, Dems? #PoliceMatter #911NeverForget""",llama
@DPWIMM @realDonaldTrump @OANN It's going to be a long second term for you people 🤣,"""@DPWIMM @realDonaldTrump @OANN Oh yeah? You think so? Better start preparing those boxes for the White House decorations #Biden2020 #Impeachment""",llama
Biden family self enrichment with deals they made with the Chinese government including one in which China planned to invest more than $1 billion in Bohai Harvest an investment fund partly owned and directed by Hunter Biden. China wants Biden!  https://t.co/HPl0gFZ1C8,"""BREAKING: Did @JoeBiden's family profiteer off his potential presidency by making sweet deals with the Chinese gov't? $1 BILLION investment in Hunter's private fund, Bohai Harvest! Is this the real reason China's been cozying up to Sleepy Joe?"" #BidenScandals",llama
